"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1835824040726167647","Tue Sep 17 11:20:02 +0000 2024","8","@dhemit_is_back Owalaahh.. mitt.. mittt.. .Aku nulis fufufafa ga diajak! sesat nya dimaneeee?? Koma kamu kamu jwab aja ini Di video iku ada fufufafa ga???","1836002165095289158","","dhemit_is_back","in","Di hatimuuuu 🥰","0","6","1","https://x.com/AraituLaki/status/1836002165095289158","1118723550649544704","AraituLaki"
"1836002134246269242","Tue Sep 17 11:19:54 +0000 2024","7","Fufufafa ini hanyalah pengalihan isu rencana PDIP merapat ke koalisi pemenang. Cerdas.","1836002134246269242","","","in","Bali, Indonesia","0","2","0","https://x.com/blisonny/status/1836002134246269242","1760157328291270657","blisonny"
"1835918703084666977","Tue Sep 17 11:19:46 +0000 2024","0","@tham878 @mohmahfudmd Ealah ini gerombolan fufufafa anjing itu ya?","1836002099794202937","","tham878","in","","0","0","0","https://x.com/BLiliang/status/1836002099794202937","1431235359107477504","BLiliang"
"1835525950655906302","Tue Sep 17 11:19:43 +0000 2024","0","@abahjasmine @radensetyak1 @ragilnugroho1 ngeri ya pribadi anak istri dihina semua sama fufufafa. dikasih nilai 11 aja sakit hatinya gak berenti apalagi dihina sampe keluarganya jg. semoga yg punya akun fufufafa cepat tertangkap walaupun kita rakyat udah tau siapa dibalik akun fufufafa","1836002087462990238","","abahjasmine","in","Cipanas","0","2","0","https://x.com/Jinaka10/status/1836002087462990238","1265370311697895424","Jinaka10"
"1836002067946807743","Tue Sep 17 11:19:38 +0000 2024","53","Habiburokhman Sebut Prabowo Tidak Permasalahkan Umpatan Akun Fufufafa https://t.co/3RhPaymNfC","1836002067946807743","","","in","","12","88","41","https://x.com/OposisiCerdas/status/1836002067946807743","887743587579944960","OposisiCerdas"
"1835927858822455645","Tue Sep 17 11:19:32 +0000 2024","0","@ugotmehaha Fuu km siapa nya fufufafa","1836002041799545207","","ugotmehaha","in","","0","0","0","https://x.com/taenillalatte/status/1836002041799545207","1578765229198278656","taenillalatte"
"1835958816116240828","Tue Sep 17 11:19:16 +0000 2024","0","@WagimanDeep212_ kayak orang yang nebeng Hotspot jadi harus dekat terus","1836001974460043521","","WagimanDeep212_","in","Ⓘⓝⓓⓞⓝⓔⓢⓘⓐ","0","0","0","https://x.com/PribumiD/status/1836001974460043521","1186656691581927427","PribumiD"
"1835644933769941247","Tue Sep 17 11:19:02 +0000 2024","0","@aewin86 @BankSinarmas Fufufafa wkkk","1836001916213711188","","aewin86","in","","0","0","0","https://x.com/BLiliang/status/1836001916213711188","1431235359107477504","BLiliang"
"1835530467816489084","Tue Sep 17 11:18:40 +0000 2024","0","@Ayah3bidadari @AndiSinulingga Diem lu mending cebokin dulu sonoh si fufufafa https://t.co/BM0Nnue1Jl","1836001823641248194","https://pbs.twimg.com/media/GXrJ7c1aIAE7V1H.jpg","Ayah3bidadari","in","","0","0","0","https://x.com/dickiyow517/status/1836001823641248194","2328281618","dickiyow517"
"1836001763029401980","Tue Sep 17 11:18:26 +0000 2024","0","Mungkin ada baiknya kita tunggu kapan @PKSejahtera_ID menyanyikan lagu Ganyang FUFUFAFA yang dinyayikan IB HRS ya ?","1836001763029401980","","","in","","0","0","0","https://x.com/kurniawanaghil/status/1836001763029401980","1811001387058388992","kurniawanaghil"
"1835850082182365667","Tue Sep 17 11:18:10 +0000 2024","0","@msaid_didu Mungkin ada baiknya kita tunggu kapan @PKSejahtera_ID menyanyikan lagu Ganyang FUFUFAFA yang dinyayikan IB HRS ya ? ","1836001698495783373","","msaid_didu","in","","0","0","0","https://x.com/kurniawanaghil/status/1836001698495783373","1811001387058388992","kurniawanaghil"
"1832041971726135767","Tue Sep 17 11:17:53 +0000 2024","1","@Triaswa32 @AntarticaSnowWW @NenkMonica Tetep aja kualitas fufufafa IQ beruk","1836001627276546064","","Triaswa32","in","","0","0","0","https://x.com/SmokesOnMyHead/status/1836001627276546064","1091528229079330816","SmokesOnMyHead"
"1836001621706469388","Tue Sep 17 11:17:52 +0000 2024","0","ga nonton dulu deh","1836001621706469388","","","in","Neverland","0","0","0","https://x.com/isaidspeedsui/status/1836001621706469388","1266180257452711937","isaidspeedsui"
"1835852202021413094","Tue Sep 17 11:17:47 +0000 2024","0","@bengkeldodo wkwkwkw.... dikasih nilai 11 aja... masih nesu baperan... apalagi kena hina fufufafa anaknya homo.... ","1836001600474841592","","bengkeldodo","in","disini","0","0","0","https://x.com/peyek49320784/status/1836001600474841592","1156768374820442113","peyek49320784"
"1836001585492893761","Tue Sep 17 11:17:43 +0000 2024","0","mu maen jam 2 lagi","1836001585492893761","","","in","Neverland","0","0","0","https://x.com/isaidspeedsui/status/1836001585492893761","1266180257452711937","isaidspeedsui"
"1835699845795024993","Tue Sep 17 11:17:35 +0000 2024","6","@Rexthatch @habiburokhman Fakta si fufufafa bilang dia jelek https://t.co/X9kbfqjqLm","1836001549757342112","https://pbs.twimg.com/media/GXrJreSbMAA41wG.jpg","Rexthatch","in","","0","0","1","https://x.com/Halimah22495046/status/1836001549757342112","1816315834253627392","Halimah22495046"
"1836001503842353415","Tue Sep 17 11:17:24 +0000 2024","0","doa yg terbaik untuk mu malem ini","1836001503842353415","","","in","Neverland","0","0","0","https://x.com/isaidspeedsui/status/1836001503842353415","1266180257452711937","isaidspeedsui"
"1835913492853051891","Tue Sep 17 11:17:19 +0000 2024","0","@bengkeldodo @AndreasSolusi @mas_veel @ZoneVenomWar @abahsulis02 @AaBay81 @AkunJuga89 @romoatheist @MakeItAQuote @MakeItAQuoteJP @xquitavee Mas do ! Ga bahaya tah nyuruh fufufafa minum itu? ","1836001482484981857","","bengkeldodo","in","","0","1","0","https://x.com/DGajadi/status/1836001482484981857","1550342746950447104","DGajadi"
"1835692595084931433","Tue Sep 17 11:17:04 +0000 2024","0","@kegblgnunfaedh @zidmusyafaa_ @zuhudasyf lu ga pernah cerita ada dino disana","1836001420488704508","","kegblgnunfaedh","in","Neverland","0","0","0","https://x.com/isaidspeedsui/status/1836001420488704508","1266180257452711937","isaidspeedsui"
"1835872985141616954","Tue Sep 17 11:17:04 +0000 2024","0","@mas_veel Kasus fufufafa melebar ke seluruh dunia pasti pak @prabowo di tilpon para pemimpin dunia","1836001420245606698","","mas_veel","in","","0","1","0","https://x.com/36Dpib12339/status/1836001420245606698","1780126233445195776","36Dpib12339"
"1834983300089495731","Tue Sep 17 11:16:50 +0000 2024","0","@shirabukan Sudah tau rasanya jadi fufufafa?","1836001362037063866","","shirabukan","in","Alexiel Dane - DFWC, MDNI, 26+","0","1","0","https://x.com/eunouiia/status/1836001362037063866","1448970995331579904","eunouiia"
"1836001199126114327","Tue Sep 17 11:16:11 +0000 2024","120","Pengertian nebeng teman itu namanya temennya pergi searah ini kok temannya nggak ikut Artinya bukan nebeng Fufufafa mkmkmk https://t.co/imZ5DATbFf","1836001199126114327","https://pbs.twimg.com/media/GXrJXEWb0AArHhG.jpg","","in","Indonesia","3","31","44","https://x.com/mikuroQ/status/1836001199126114327","1053271569877749760","mikuroQ"
"1836001078305083702","Tue Sep 17 11:15:42 +0000 2024","1029","Politikus PKS Desak Polisi Tangkap dan Adili Pemilik Akun Fufufafa https://t.co/vbAP5vgtLo","1836001078305083702","","","in","","24","115","373","https://x.com/OposisiCerdas/status/1836001078305083702","887743587579944960","OposisiCerdas"
"1835852202021413094","Tue Sep 17 11:15:34 +0000 2024","0","@bengkeldodo 11/100 aja diungkit terus apalagi fufufafa https://t.co/KNOfT50YoL","1836001043328753923","https://pbs.twimg.com/media/GXrJOAFbcAAbiXq.jpg","bengkeldodo","in","Kota Surabaya, Jawa Timur","0","0","0","https://x.com/KaenamiraH1212/status/1836001043328753923","1699585657705009152","KaenamiraH1212"
"1835804025285194213","Tue Sep 17 11:15:31 +0000 2024","0","@JokoTho23373420 @msaid_didu HRS: ayo smua ganyang fufu fafa Ank abah: kami udah tp pks ttp serang anis yg ggl nyalon Pemilih PKS non ank abah: km udah tp pks trus tduh km ank abah utk alihkn n tutupi pngkhiatan pks PKS: Tuh dngr HRS jgn serang pks ayo usung klrg dinasti Hdeuh klmt satir mrk dompleng","1836001031874048253","","JokoTho23373420","in","Indonesia","0","0","0","https://x.com/mariadi63425147/status/1836001031874048253","555944814","mariadi63425147"
"1835699845795024993","Tue Sep 17 11:15:30 +0000 2024","4","@bjoocx @habiburokhman Kalo komen fufufafa yg ini saya no comment hihihi https://t.co/OnZmYAUVS5","1836001027738259706","https://pbs.twimg.com/tweet_video_thumb/GXrJMsQbUAAWuma.jpg","bjoocx","in","","0","1","1","https://x.com/Malawi_Thom/status/1836001027738259706","1693831794767060993","Malawi_Thom"
"1835949137273241773","Tue Sep 17 11:15:24 +0000 2024","0","@PakarINTELek @_yosi_h kita lihat nanti kisahnya setelah tanggal 20 okt 2024 apakah bapaknya masih punya taring atas KPK ini mirip anak bontot raja konoha ke 6 yang sdh disebut di pengadilan tapi ga tersentuh di kasus candi mangkrak","1836000999393444038","","PribumiD","in","Ⓘⓝⓓⓞⓝⓔⓢⓘⓐ","0","0","0","https://x.com/PribumiD/status/1836000999393444038","1186656691581927427","PribumiD"
"1835886866245300594","Tue Sep 17 11:15:21 +0000 2024","2","@MEY_ARD1ANSYAH @Dee_Rose82 @DeddyDjumadi4 @13lue_Oc3an__ @aariejazz @JenggoBang82778 @choymarkochoy @B_dzoel @Daliem8 @emprosay @Faraz_kepri @DaddyMinusSugar @DermagaGarely @Al_Kauther01 @Black_Envy09 Sama sama Kak Mei Mei...","1836000988739539404","","MEY_ARD1ANSYAH","in","INDONESIA🇲🇨","0","1","0","https://x.com/rimacahaya661/status/1836000988739539404","1649447160709279744","rimacahaya661"
"1835999782936129552","Tue Sep 17 11:10:34 +0000 2024","0","BENAR akun fufufafa MILIK TUKANG MARTABAK Gibran. https://t.co/vwm8nvdpuG","1835999782936129552","https://pbs.twimg.com/ext_tw_video_thumb/1835999746672185344/pu/img/8m3l2AApq1Mq0St6.jpg","","in","","0","0","0","https://x.com/ArifSofie1/status/1835999782936129552","1539294545149837312","ArifSofie1"
"1835523100836012331","Tue Sep 17 11:10:20 +0000 2024","0","@BayuAngora Beraeti secara ga langsung ente mengakui dong kalo fufufafa itu gibran?","1835999727219015846","","BayuAngora","in","","0","0","0","https://x.com/agankaskusmania/status/1835999727219015846","1781728940962549760","agankaskusmania"
"1835807033699999938","Tue Sep 17 11:09:54 +0000 2024","0","@BudiWaludin @belanjakepo @fufu__fafa dengan bersuara salah satu bentuk perlawanan","1835999616862683542","","BudiWaludin","in","","0","0","0","https://x.com/Skydrea7215897/status/1835999616862683542","1654345246078271488","Skydrea7215897"
"1835279388385984726","Tue Sep 17 11:09:52 +0000 2024","0","@alisyarief Asek batal tapi ada syaratnya @prabowo kudu yang lapor kira kira gimana bang @gibran_tweet mulai panik kan makanya #fufufafa vuru vuru cari tumbal lah","1835999607115129227","","alisyarief","in","","0","0","0","https://x.com/pikkumomo/status/1835999607115129227","1313649714","pikkumomo"
"1835900789493297445","Tue Sep 17 11:09:35 +0000 2024","0","@ohmydull Solo punya FUFUFAFA ","1835999535845306805","","ohmydull","in","↙️ GK17 ↘️ ","0","0","0","https://x.com/aL_zuhrie12/status/1835999535845306805","1584071990","aL_zuhrie12"
"1835992867124515095","Tue Sep 17 11:09:22 +0000 2024","2","@msaid_didu yg buat akun Fufufafa Cebong yg Viralin Cebong plus Kadrun. Tiba2 banyak Cebong dan Kadrun seolah2 Die Hard nya Pak Prabowo. Saat Fufufafa di Cuekin Cebong dan Kadrun Kelojotan Mati aje Lu pada..... ","1835999482745585819","","msaid_didu","in","","0","1","0","https://x.com/Pendekar969/status/1835999482745585819","1515365787401293827","Pendekar969"
"1835699845795024993","Tue Sep 17 11:09:05 +0000 2024","0","@habiburokhman Penghinaan fufufafa ga masalah penilaian 11/100 kenapa sewot ganteng ?","1835999410473591173","","habiburokhman","in","","0","0","0","https://x.com/Twins5457994560/status/1835999410473591173","1798347763316572160","Twins5457994560"
"1835169612574736440","Tue Sep 17 11:08:54 +0000 2024","0","@DedynurPalakka Gmn anda ini mosok mau punya wakil presiden ahlak nya bobrok klo mmg bener akun fufufafa milik dia yaa hrs di usut klo bpk nya udah lengser .","1835999366664110297","","DedynurPalakka","in","Indonesia","0","0","0","https://x.com/Mushlyus/status/1835999366664110297","1524293425733926912","Mushlyus"
"1835999358933934572","Tue Sep 17 11:08:53 +0000 2024","0","Fufufafa type tweet ","1835999358933934572","","","in","Manchester, England","0","0","0","https://x.com/GodDammnnItt/status/1835999358933934572","1690111084580208641","GodDammnnItt"
"1835690121355804748","Tue Sep 17 11:08:42 +0000 2024","0","@Opowaelahkeno77 Wajah Indonesia emas 20450","1835999314629533776","","Opowaelahkeno77","in","Indonesia","0","0","0","https://x.com/arifinsam/status/1835999314629533776","29952971","arifinsam"
"1835999299215544491","Tue Sep 17 11:08:38 +0000 2024","0","lupa belum menyapa fufufafa.","1835999299215544491","","","in","new owner.","0","0","0","https://x.com/antartikxa/status/1835999299215544491","1525285628685918208","antartikxa"
