created_at,full_text,location,mentions,tokens,stemmed_tokens,clean_text
Tue Sep 17 23:19:13 +0000 2024,Bukan pasir tp sedimen bukan fufufafa tp beler bukan gratifikasi tp nebeng bukan mulyono tp kodok gaya komunikasinya ngeles mulu cocok ama ijasahnya yg fiktif itu,"London, England",['@abu_waras'],"['pasir', 'tp', 'sedimen', 'fufufafa', 'tp', 'beler', 'gratifikasi', 'tp', 'nebeng', 'mulyono', 'tp', 'kodok', 'gaya', 'komunikasinya', 'ngeles', 'mulu', 'cocok', 'ama', 'ijasahnya', 'yg', 'fiktif']","['pasir', 'tp', 'sedimen', 'fufufafa', 'tp', 'beler', 'gratifikasi', 'tp', 'nebeng', 'mulyono', 'tp', 'kodok', 'gaya', 'komunikasi', 'ngeles', 'mulu', 'cocok', 'ama', 'ijasahnya', 'yg', 'fiktif']",pasir tp sedimen fufufafa tp beler gratifikasi tp nebeng mulyono tp kodok gaya komunikasi ngeles mulu cocok ama ijasahnya yg fiktif
Tue Sep 17 23:18:43 +0000 2024,Sejak Januari saya sudah bilang Mendingan Pak gandeng mba jadi WAPRES Ketimbang sekarang ini terjadi bencana nasional karena si fufufafa yang ternyata ketahuan benci to the max dengan Pak Prabowo sejak Based on cacian dan hinaan brutal,,"['@prabowo', '@puanmaharani_ri']","['Januari', 'bilang', 'Mendingan', 'gandeng', 'mba', 'WAPRES', 'Ketimbang', 'bencana', 'nasional', 'si', 'fufufafa', 'ketahuan', 'benci', 'to', 'the', 'max', 'Prabowo', 'Based', 'on', 'cacian', 'hinaan', 'brutal']","['januari', 'bilang', 'mending', 'gandeng', 'mba', 'wapres', 'ketimbang', 'bencana', 'nasional', 'si', 'fufufafa', 'tahu', 'benci', 'to', 'the', 'max', 'prabowo', 'based', 'on', 'caci', 'hina', 'brutal']",januari bilang mending gandeng mba wapres ketimbang bencana nasional si fufufafa tahu benci to the max prabowo based on caci hina brutal
Tue Sep 17 23:18:33 +0000 2024,semacam makhluk sampah tapi berwujud fufufafa,"Kota Malang, Jawa Timur",['@AraituLaki'],"['makhluk', 'sampah', 'berwujud', 'fufufafa']","['makhluk', 'sampah', 'wujud', 'fufufafa']",makhluk sampah wujud fufufafa
Tue Sep 17 23:18:16 +0000 2024,ya takutlah kayak gak tau aja dibelakang fufufafa ada praboski,,['@msaid_didu'],"['ya', 'takutlah', 'kayak', 'gak', 'tau', 'aja', 'dibelakang', 'fufufafa', 'praboski']","['ya', 'takut', 'kayak', 'gak', 'tau', 'aja', 'belakang', 'fufufafa', 'praboski']",ya takut kayak gak tau aja belakang fufufafa praboski
Tue Sep 17 23:18:12 +0000 2024,Semoga Allah melindungi keutuhan NKRI dan semoga manusia ini batal di lantik,,['@fufu__fafa'],"['Semoga', 'Allah', 'melindungi', 'keutuhan', 'NKRI', 'semoga', 'manusia', 'batal', 'lantik']","['moga', 'allah', 'lindung', 'utuh', 'nkri', 'moga', 'manusia', 'batal', 'lantik']",moga allah lindung utuh nkri moga manusia batal lantik
Tue Sep 17 23:17:30 +0000 2024,kyk anaknya mulyono si fufu fafa,,['@cobeh2022'],"['kyk', 'anaknya', 'mulyono', 'si', 'fufu', 'fafa']","['kyk', 'anak', 'mulyono', 'si', 'fufu', 'fafa']",kyk anak mulyono si fufu fafa
Tue Sep 17 23:16:51 +0000 2024,Akun Fufufafa adalah gambaran personal yg tidak mempunyai Akhlaq dan Adab,,[],"['Akun', 'Fufufafa', 'gambaran', 'personal', 'yg', 'Akhlaq', 'Adab']","['akun', 'fufufafa', 'gambar', 'personal', 'yg', 'akhlaq', 'adab']",akun fufufafa gambar personal yg akhlaq adab
Tue Sep 17 23:16:37 +0000 2024,Fufufafa rusak nyet,Jakarta,"['@vian_mamas7705', '@DokterTifa']","['Fufufafa', 'rusak', 'nyet']","['fufufafa', 'rusak', 'nyet']",fufufafa rusak nyet
Tue Sep 17 23:16:27 +0000 2024,Semoga azab dunia akherat buat fufufafa Aamiin YRA,Indonesia,"['@geloraco', '@gibran_tweet']","['Semoga', 'azab', 'dunia', 'akherat', 'fufufafa', 'Aamiin', 'YRA']","['moga', 'azab', 'dunia', 'akherat', 'fufufafa', 'aamiin', 'yra']",moga azab dunia akherat fufufafa aamiin yra
Tue Sep 17 23:06:40 +0000 2024,Bandung selatan banjir aja apa kabarnya entar Jakarta Banjir disamain sama Singapura lagi,Dihati mu ,[],"['Bandung', 'selatan', 'banjir', 'aja', 'kabarnya', 'entar', 'Jakarta', 'Banjir', 'disamain', 'Singapura']","['bandung', 'selatan', 'banjir', 'aja', 'kabar', 'entar', 'jakarta', 'banjir', 'disamain', 'singapura']",bandung selatan banjir aja kabar entar jakarta banjir disamain singapura
Tue Sep 17 23:05:45 +0000 2024,Si Projo botak satu ini Memang luar biasa nyebokin nya dia ga mikir bahwa publik justru sangat terganggu dgn satu akun Fufufafa itu daripada yg lainnya Satu akun itu juga yg bakal menentukan kualitas masa depan pemerintahan kedepannya,jakarta,['@VIVAcoid'],"['Si', 'Projo', 'botak', 'nyebokin', 'nya', 'ga', 'mikir', 'publik', 'terganggu', 'dgn', 'akun', 'Fufufafa', 'yg', 'akun', 'yg', 'menentukan', 'kualitas', 'pemerintahan', 'kedepannya']","['si', 'projo', 'botak', 'nyebokin', 'nya', 'ga', 'mikir', 'publik', 'ganggu', 'dgn', 'akun', 'fufufafa', 'yg', 'akun', 'yg', 'tentu', 'kualitas', 'perintah', 'depan']",si projo botak nyebokin nya ga mikir publik ganggu dgn akun fufufafa yg akun yg tentu kualitas perintah depan
Tue Sep 17 23:05:35 +0000 2024,Kenapa ndak MULYONO DAN FUFUFAFA saja yang diakui malaysia,location,['@cingreborn'],"['ndak', 'MULYONO', 'FUFUFAFA', 'diakui', 'malaysia']","['ndak', 'mulyono', 'fufufafa', 'aku', 'malaysia']",ndak mulyono fufufafa aku malaysia
Tue Sep 17 23:02:34 +0000 2024,Siapapun pemilik fufufafa semoga diazab Allaah Udah terlalu banyak kata kotor dan tidak pantas dari pemilik akun ini Semoga Allaah balas dgn sepantasnya aamiin,earth,[],"['pemilik', 'fufufafa', 'semoga', 'diazab', 'Allaah', 'Udah', 'kotor', 'pemilik', 'akun', 'Semoga', 'Allaah', 'balas', 'dgn', 'aamiin']","['milik', 'fufufafa', 'moga', 'azab', 'allaah', 'udah', 'kotor', 'milik', 'akun', 'moga', 'allaah', 'balas', 'dgn', 'aamiin']",milik fufufafa moga azab allaah udah kotor milik akun moga allaah balas dgn aamiin
Tue Sep 17 23:02:17 +0000 2024,Kaga abis abis aib lu fufufafa,dnff,[],"['Kaga', 'abis', 'abis', 'aib', 'lu', 'fufufafa']","['kaga', 'abis', 'abis', 'aib', 'lu', 'fufufafa']",kaga abis abis aib lu fufufafa
Tue Sep 17 23:02:17 +0000 2024,Mudik no pulang kampung yes pasir no sedimen bentuk pasir yes gratifikasi no gratisan yes Gibran no Fufufafa yes GanyangJokowiGibran GanyangJokowiGibran,,[],"['Mudik', 'no', 'pulang', 'kampung', 'yes', 'pasir', 'no', 'sedimen', 'bentuk', 'pasir', 'yes', 'gratifikasi', 'no', 'gratisan', 'yes', 'Gibran', 'no', 'Fufufafa', 'yes', 'GanyangJokowiGibran', 'GanyangJokowiGibran']","['mudik', 'no', 'pulang', 'kampung', 'yes', 'pasir', 'no', 'sedimen', 'bentuk', 'pasir', 'yes', 'gratifikasi', 'no', 'gratis', 'yes', 'gibran', 'no', 'fufufafa', 'yes', 'ganyangjokowigibran', 'ganyangjokowigibran']",mudik no pulang kampung yes pasir no sedimen bentuk pasir yes gratifikasi no gratis yes gibran no fufufafa yes ganyangjokowigibran ganyangjokowigibran
Tue Sep 17 23:01:56 +0000 2024,Mw dapat jabatan prof Fufufafa x ya Sampe sgitunya,,"['@D1anapup12707', '@JimlyAs', '@msaid_didu']","['Mw', 'jabatan', 'prof', 'Fufufafa', 'x', 'ya', 'Sampe', 'sgitunya']","['mw', 'jabat', 'prof', 'fufufafa', 'x', 'ya', 'sampe', 'sgitunya']",mw jabat prof fufufafa x ya sampe sgitunya
Tue Sep 17 23:01:44 +0000 2024,Jika sampai terjadi keos pelantikan presidenwapres ditunda mulyono berkuasa lagifufufafa berhasil,,['@Srik4ndiMuslim2'],"['keos', 'pelantikan', 'presidenwapres', 'ditunda', 'mulyono', 'berkuasa', 'lagifufufafa', 'berhasil']","['keos', 'lantik', 'presidenwapres', 'tunda', 'mulyono', 'kuasa', 'lagifufufafa', 'hasil']",keos lantik presidenwapres tunda mulyono kuasa lagifufufafa hasil
Tue Sep 17 23:00:50 +0000 2024,Keluarga Fufufafa,,"['@DedynurPalakka', '@JhonSitorus_18']","['Keluarga', 'Fufufafa']","['keluarga', 'fufufafa']",keluarga fufufafa
Tue Sep 17 23:00:21 +0000 2024,Anjing anjing Fufufafa bangsat,,['@geloraco'],"['Anjing', 'anjing', 'Fufufafa', 'bangsat']","['anjing', 'anjing', 'fufufafa', 'bangsat']",anjing anjing fufufafa bangsat
Tue Sep 17 22:59:23 +0000 2024,Begini ya Semua presiden dikritik tetapi Hanya fufufafa diduga Anak yang membalas dengan kata Kasar dan Kotor Hanya Dinasty Jokowi yg Problematik semua bermasalah Hanya Suharto dan Jokowi yg jelang lengser keprabon cacian kpdnya makin kencang,"Jakarta Capital Region, Indone","['@romoatheist', '@PDI_Perjuangan', '@gibran_tweet', '@jokowi']","['ya', 'presiden', 'dikritik', 'fufufafa', 'diduga', 'Anak', 'membalas', 'Kasar', 'Kotor', 'Dinasty', 'Jokowi', 'yg', 'Problematik', 'bermasalah', 'Suharto', 'Jokowi', 'yg', 'jelang', 'lengser', 'keprabon', 'cacian', 'kpdnya', 'kencang']","['ya', 'presiden', 'kritik', 'fufufafa', 'duga', 'anak', 'balas', 'kasar', 'kotor', 'dinasty', 'jokowi', 'yg', 'problematik', 'masalah', 'suharto', 'jokowi', 'yg', 'jelang', 'lengser', 'keprabon', 'caci', 'kpdnya', 'kencang']",ya presiden kritik fufufafa duga anak balas kasar kotor dinasty jokowi yg problematik masalah suharto jokowi yg jelang lengser keprabon caci kpdnya kencang
Tue Sep 17 22:59:23 +0000 2024,Maka sungguh film Doraemon terutama soal mesin waktu sangat sarat hikmah amp pelajaran yg perlu dipetik Walau di dlmnya ada karakter tengil macam Giant amp Suneo ya ndak setengil fufufafa tentunya kita diajari bhw setiap tindakan yg kita ambil punya konsekuensi di masa depan,Earth,"['@BosPurwa', '@febridiansyah']","['sungguh', 'film', 'Doraemon', 'mesin', 'sarat', 'hikmah', 'amp', 'pelajaran', 'yg', 'dipetik', 'dlmnya', 'karakter', 'tengil', 'Giant', 'amp', 'Suneo', 'ya', 'ndak', 'setengil', 'fufufafa', 'diajari', 'bhw', 'tindakan', 'yg', 'ambil', 'konsekuensi']","['sungguh', 'film', 'doraemon', 'mesin', 'sarat', 'hikmah', 'amp', 'ajar', 'yg', 'petik', 'dlmnya', 'karakter', 'tengil', 'giant', 'amp', 'suneo', 'ya', 'ndak', 'tengil', 'fufufafa', 'ajar', 'bhw', 'tindak', 'yg', 'ambil', 'konsekuensi']",sungguh film doraemon mesin sarat hikmah amp ajar yg petik dlmnya karakter tengil giant amp suneo ya ndak tengil fufufafa ajar bhw tindak yg ambil konsekuensi
Tue Sep 17 22:59:11 +0000 2024,Mulutnya Mulyono gak bisa dipegang Mulutnya persis fufufafa,,[],"['Mulutnya', 'Mulyono', 'gak', 'dipegang', 'Mulutnya', 'persis', 'fufufafa']","['mulut', 'mulyono', 'gak', 'pegang', 'mulut', 'persis', 'fufufafa']",mulut mulyono gak pegang mulut persis fufufafa
Tue Sep 17 22:59:03 +0000 2024,Jangan berpikir rakyat Indonesia kosong sekosong Walau kami bukan anak presiden tapi otak kami sering di pake utk survival hidup di era bapak si fufufafa Gak kayak yg otaknya kosong itu Jadi jangan ngomong bullshit apalagi ngibul Mending diem,Tangerang Selatan,"['@Uki23', '@gibran_tweet']","['berpikir', 'rakyat', 'Indonesia', 'kosong', 'sekosong', 'anak', 'presiden', 'otak', 'pake', 'utk', 'survival', 'hidup', 'era', 'si', 'fufufafa', 'Gak', 'kayak', 'yg', 'otaknya', 'kosong', 'ngomong', 'bullshit', 'ngibul', 'Mending', 'diem']","['pikir', 'rakyat', 'indonesia', 'kosong', 'kosong', 'anak', 'presiden', 'otak', 'pake', 'utk', 'survival', 'hidup', 'era', 'si', 'fufufafa', 'gak', 'kayak', 'yg', 'otak', 'kosong', 'ngomong', 'bullshit', 'ngibul', 'mending', 'diem']",pikir rakyat indonesia kosong kosong anak presiden otak pake utk survival hidup era si fufufafa gak kayak yg otak kosong ngomong bullshit ngibul mending diem
Tue Sep 17 22:58:52 +0000 2024,Berarti yg bloon bpknya Gibran knp di negeri yg dia pimpin begitu mudah akun dihack penjahat Dan begitu banya buzzer berkeliaran di medsos bisa ngarang cerita ikut bohong seperti keluarga Raja Jawa Mulyono fufufafa dan buzzer gak ada beda,Jakarta,"['@WagimanDeep212_', '@prabowo']","['yg', 'bloon', 'bpknya', 'Gibran', 'knp', 'negeri', 'yg', 'pimpin', 'mudah', 'akun', 'dihack', 'penjahat', 'banya', 'buzzer', 'berkeliaran', 'medsos', 'ngarang', 'cerita', 'bohong', 'keluarga', 'Raja', 'Jawa', 'Mulyono', 'fufufafa', 'buzzer', 'gak', 'beda']","['yg', 'bloon', 'bpknya', 'gibran', 'knp', 'negeri', 'yg', 'pimpin', 'mudah', 'akun', 'dihack', 'jahat', 'banya', 'buzzer', 'liar', 'medsos', 'ngarang', 'cerita', 'bohong', 'keluarga', 'raja', 'jawa', 'mulyono', 'fufufafa', 'buzzer', 'gak', 'beda']",yg bloon bpknya gibran knp negeri yg pimpin mudah akun dihack jahat banya buzzer liar medsos ngarang cerita bohong keluarga raja jawa mulyono fufufafa buzzer gak beda
Tue Sep 17 22:58:45 +0000 2024,Kelakuan keluarga FufuFafa,,['@adri_7i'],"['Kelakuan', 'keluarga', 'FufuFafa']","['laku', 'keluarga', 'fufufafa']",laku keluarga fufufafa
Tue Sep 17 22:58:04 +0000 2024,Menkominfo Budi Arie Soal Pemilik Akun Fufufafa Ngapain Sih Ngurusin Satu Akun Masih Banyak Urusan Negara Yang Penting PORTAL ISLAM,bekasi,[],"['Menkominfo', 'Budi', 'Arie', 'Pemilik', 'Akun', 'Fufufafa', 'Ngapain', 'Sih', 'Ngurusin', 'Akun', 'Urusan', 'Negara', 'PORTAL', 'ISLAM']","['menkominfo', 'budi', 'arie', 'milik', 'akun', 'fufufafa', 'ngapain', 'sih', 'ngurusin', 'akun', 'urus', 'negara', 'portal', 'islam']",menkominfo budi arie milik akun fufufafa ngapain sih ngurusin akun urus negara portal islam
Tue Sep 17 22:57:50 +0000 2024,Saku gitu,,['@fufu__fafa'],"['Saku', 'gitu']","['saku', 'gitu']",saku gitu
Tue Sep 17 22:57:43 +0000 2024,Kenapa tiba ngurusin perasaan rakyat om Biasanya juga cuek aja sama rakyat Elo cuek sm fufufafa sih terserah kalo kita sih masalah punya bakal pemimpin cacat moral Kalo bisa ganti sih pasti gw minta yang lebih baik,"Jakarta, Indonesia",['@habiburokhman'],"['ngurusin', 'perasaan', 'rakyat', 'om', 'cuek', 'aja', 'rakyat', 'Elo', 'cuek', 'sm', 'fufufafa', 'sih', 'terserah', 'kalo', 'sih', 'pemimpin', 'cacat', 'moral', 'Kalo', 'ganti', 'sih', 'gw']","['ngurusin', 'asa', 'rakyat', 'om', 'cuek', 'aja', 'rakyat', 'elo', 'cuek', 'sm', 'fufufafa', 'sih', 'serah', 'kalo', 'sih', 'pimpin', 'cacat', 'moral', 'kalo', 'ganti', 'sih', 'gw']",ngurusin asa rakyat om cuek aja rakyat elo cuek sm fufufafa sih serah kalo sih pimpin cacat moral kalo ganti sih gw
Tue Sep 17 22:57:21 +0000 2024,Tersandera oleh keluarganya FUFUFAFA ingat majikan yg sangat berjasa selama hidupnya ya keluarga FUFUFAFA,"East Java, Indonesia","['@YourAnonId_', '@kemkominfo']","['Tersandera', 'keluarganya', 'FUFUFAFA', 'majikan', 'yg', 'berjasa', 'hidupnya', 'ya', 'keluarga', 'FUFUFAFA']","['sandera', 'keluarga', 'fufufafa', 'majikan', 'yg', 'jasa', 'hidup', 'ya', 'keluarga', 'fufufafa']",sandera keluarga fufufafa majikan yg jasa hidup ya keluarga fufufafa
Tue Sep 17 22:38:58 +0000 2024,Yoi mameeeennn,,"['@kusukasushi', '@ardisatriawan']","['Yoi', 'mameeeennn']","['yoi', 'mameeeennn']",yoi mameeeennn
Tue Sep 17 22:38:45 +0000 2024,Kalau itu sedimen mengapa harus di jual ke luar negeri Emang kita ngga butuh butuh buat nutup lobang jejak fufufafa Atau buat nutup gorong gorong,,[],"['sedimen', 'jual', 'negeri', 'Emang', 'ngga', 'butuh', 'butuh', 'nutup', 'lobang', 'jejak', 'fufufafa', 'nutup', 'gorong', 'gorong']","['sedimen', 'jual', 'negeri', 'emang', 'ngga', 'butuh', 'butuh', 'nutup', 'lobang', 'jejak', 'fufufafa', 'nutup', 'gorong', 'gorong']",sedimen jual negeri emang ngga butuh butuh nutup lobang jejak fufufafa nutup gorong gorong
Tue Sep 17 22:38:17 +0000 2024,Hih ngeri,,['@fufu__fafa'],"['Hih', 'ngeri']","['hih', 'ngeri']",hih ngeri
Tue Sep 17 22:38:02 +0000 2024,SUMATERA MERDEKA INDON JAWA GOBLOK,"SUMATRA, INA / The Netherlands","['@AishaRhisa80245', '@wallstreet_id', '@Ganda_waras', '@fufu__fafa']","['SUMATERA', 'MERDEKA', 'INDON', 'JAWA', 'GOBLOK']","['sumatera', 'merdeka', 'indon', 'jawa', 'goblok']",sumatera merdeka indon jawa goblok
Tue Sep 17 22:37:46 +0000 2024,aku mo nebeng wifi dulu aaah ntar kalo kurang kenceng baru nebeng private jet hidup koq se fufufafa ini yaaa,Semarang Kota,[],"['mo', 'nebeng', 'wifi', 'aaah', 'ntar', 'kalo', 'kenceng', 'nebeng', 'private', 'jet', 'hidup', 'koq', 'fufufafa', 'yaaa']","['mo', 'nebeng', 'wifi', 'aaah', 'ntar', 'kalo', 'kenceng', 'nebeng', 'private', 'jet', 'hidup', 'koq', 'fufufafa', 'yaaa']",mo nebeng wifi aaah ntar kalo kenceng nebeng private jet hidup koq fufufafa yaaa
Tue Sep 17 22:37:44 +0000 2024,Fufufafa lebih kuat dari mrk atw justru mrk berlindung di si fufufafa atw bahkan minta makan ke si fufufafa,,['@Catatan_ali7'],"['Fufufafa', 'kuat', 'mrk', 'atw', 'mrk', 'berlindung', 'si', 'fufufafa', 'atw', 'makan', 'si', 'fufufafa']","['fufufafa', 'kuat', 'mrk', 'atw', 'mrk', 'lindung', 'si', 'fufufafa', 'atw', 'makan', 'si', 'fufufafa']",fufufafa kuat mrk atw mrk lindung si fufufafa atw makan si fufufafa
Tue Sep 17 22:37:39 +0000 2024,Segitu takut nya sama fufufafa ada apa ini,,['@VIVAcoid'],"['Segitu', 'takut', 'nya', 'fufufafa']","['segitu', 'takut', 'nya', 'fufufafa']",segitu takut nya fufufafa
Tue Sep 17 22:37:38 +0000 2024,berarti anda di pihak fufufafa membenarkan semua tweet nya,,['@OposisiCerdas'],"['fufufafa', 'membenarkan', 'tweet', 'nya']","['fufufafa', 'benar', 'tweet', 'nya']",fufufafa benar tweet nya
Tue Sep 17 22:37:05 +0000 2024,Selamat pagi Salam fufufafa hapus budaya nebeng,"Kudus , Indonesia",[],"['Selamat', 'pagi', 'Salam', 'fufufafa', 'hapus', 'budaya', 'nebeng']","['selamat', 'pagi', 'salam', 'fufufafa', 'hapus', 'budaya', 'nebeng']",selamat pagi salam fufufafa hapus budaya nebeng
Tue Sep 17 22:36:57 +0000 2024,Habib menyuruh bersatu ganyang fufufafa bukan bersatu dukung jkw,Planet Earth,['@choliqnur'],"['Habib', 'menyuruh', 'bersatu', 'ganyang', 'fufufafa', 'bersatu', 'dukung', 'jkw']","['habib', 'suruh', 'satu', 'ganyang', 'fufufafa', 'satu', 'dukung', 'jkw']",habib suruh satu ganyang fufufafa satu dukung jkw
Tue Sep 17 22:36:49 +0000 2024,REPUBLIK INDONESIA REPUBLIK MONYET SUDAH TAHUN DARI SOEKARNO HINGGA YANG AKAN DATANG JAWA TOLOL SEMUA INDONESIA DIMERDEKAKAN OLEH MINANGKABAU BUKAN JAWA GOBLOK,"SUMATRA, INA / The Netherlands","['@AishaRhisa80245', '@wallstreet_id', '@Ganda_waras', '@fufu__fafa']","['REPUBLIK', 'INDONESIA', 'REPUBLIK', 'MONYET', 'SOEKARNO', 'JAWA', 'TOLOL', 'INDONESIA', 'DIMERDEKAKAN', 'MINANGKABAU', 'JAWA', 'GOBLOK']","['republik', 'indonesia', 'republik', 'monyet', 'soekarno', 'jawa', 'tolol', 'indonesia', 'merdeka', 'minangkabau', 'jawa', 'goblok']",republik indonesia republik monyet soekarno jawa tolol indonesia merdeka minangkabau jawa goblok
Tue Sep 17 22:36:00 +0000 2024,hey simbok ganyang fufufafa wani ora are you brainless,,"['@yaningwaylve', '@UusRsd', '@msaid_didu']","['hey', 'simbok', 'ganyang', 'fufufafa', 'wani', 'ora', 'are', 'you', 'brainless']","['hey', 'simbok', 'ganyang', 'fufufafa', 'wani', 'ora', 'are', 'you', 'brainless']",hey simbok ganyang fufufafa wani ora are you brainless
Tue Sep 17 22:35:48 +0000 2024,Nampaknya si habibu sangat tau berterima kasih pada keluarga fufufafa tanpa mereka junjungannya tak akan Pernah jadi presiden seumur hidupnya,Indonesia,['@OposisiCerdas'],"['Nampaknya', 'si', 'habibu', 'tau', 'berterima', 'kasih', 'keluarga', 'fufufafa', 'junjungannya', 'presiden', 'seumur', 'hidupnya']","['nampaknya', 'si', 'habibu', 'tau', 'terima', 'kasih', 'keluarga', 'fufufafa', 'junjung', 'presiden', 'umur', 'hidup']",nampaknya si habibu tau terima kasih keluarga fufufafa junjung presiden umur hidup
