created_at,full_text,location,mentions,tokens,stemmed_tokens,clean_text
Tue Sep 17 11:15:30 +0000 2024,Kalo komen fufufafa yg ini saya no comment hihihi,,"['@bjoocx', '@habiburokhman']","['Kalo', 'komen', 'fufufafa', 'yg', 'no', 'comment', 'hihihi']","['kalo', 'komen', 'fufufafa', 'yg', 'no', 'comment', 'hihihi']",kalo komen fufufafa yg no comment hihihi
Tue Sep 17 11:15:24 +0000 2024,kita lihat nanti kisahnya setelah tanggal okt apakah bapaknya masih punya taring atas KPK ini mirip anak bontot raja konoha ke yang sdh disebut di pengadilan tapi ga tersentuh di kasus candi mangkrak,Ⓘⓝⓓⓞⓝⓔⓢⓘⓐ,"['@PakarINTELek', '@_yosi_h']","['lihat', 'kisahnya', 'tanggal', 'okt', 'bapaknya', 'taring', 'KPK', 'anak', 'bontot', 'raja', 'konoha', 'sdh', 'pengadilan', 'ga', 'tersentuh', 'candi', 'mangkrak']","['lihat', 'kisah', 'tanggal', 'okt', 'bapak', 'taring', 'kpk', 'anak', 'bontot', 'raja', 'konoha', 'sdh', 'adil', 'ga', 'sentuh', 'candi', 'mangkrak']",lihat kisah tanggal okt bapak taring kpk anak bontot raja konoha sdh adil ga sentuh candi mangkrak
Tue Sep 17 11:15:21 +0000 2024,Sama sama Kak Mei Mei,INDONESIA🇲🇨,"['@MEY_ARD1ANSYAH', '@Dee_Rose82', '@DeddyDjumadi4', '@13lue_Oc3an__', '@aariejazz', '@JenggoBang82778', '@choymarkochoy', '@B_dzoel', '@Daliem8', '@emprosay', '@Faraz_kepri', '@DaddyMinusSugar', '@DermagaGarely', '@Al_Kauther01', '@Black_Envy09']","['Kak', 'Mei', 'Mei']","['kak', 'mei', 'mei']",kak mei mei
Tue Sep 17 11:10:34 +0000 2024,BENAR akun fufufafa MILIK TUKANG MARTABAK Gibran,,[],"['akun', 'fufufafa', 'MILIK', 'TUKANG', 'MARTABAK', 'Gibran']","['akun', 'fufufafa', 'milik', 'tukang', 'martabak', 'gibran']",akun fufufafa milik tukang martabak gibran
Tue Sep 17 11:10:20 +0000 2024,Beraeti secara ga langsung ente mengakui dong kalo fufufafa itu gibran,,['@BayuAngora'],"['Beraeti', 'ga', 'langsung', 'ente', 'mengakui', 'kalo', 'fufufafa', 'gibran']","['beraeti', 'ga', 'langsung', 'ente', 'aku', 'kalo', 'fufufafa', 'gibran']",beraeti ga langsung ente aku kalo fufufafa gibran
Tue Sep 17 11:09:54 +0000 2024,dengan bersuara salah satu bentuk perlawanan,,"['@BudiWaludin', '@belanjakepo', '@fufu__fafa']","['bersuara', 'salah', 'bentuk', 'perlawanan']","['suara', 'salah', 'bentuk', 'lawan']",suara salah bentuk lawan
Tue Sep 17 11:09:52 +0000 2024,Asek batal tapi ada syaratnya kudu yang lapor kira kira gimana bang mulai panik kan makanya fufufafa vuru vuru cari tumbal lah,,"['@alisyarief', '@prabowo', '@gibran_tweet']","['Asek', 'batal', 'syaratnya', 'kudu', 'lapor', 'gimana', 'bang', 'panik', 'fufufafa', 'vuru', 'vuru', 'cari', 'tumbal']","['asek', 'batal', 'syarat', 'kudu', 'lapor', 'gimana', 'bang', 'panik', 'fufufafa', 'vuru', 'vuru', 'cari', 'tumbal']",asek batal syarat kudu lapor gimana bang panik fufufafa vuru vuru cari tumbal
Tue Sep 17 11:09:35 +0000 2024,Solo punya FUFUFAFA,↙️ GK17 ↘️ ,['@ohmydull'],"['Solo', 'FUFUFAFA']","['solo', 'fufufafa']",solo fufufafa
Tue Sep 17 11:09:22 +0000 2024,yg buat akun Fufufafa Cebong yg Viralin Cebong plus Kadrun Tiba banyak Cebong dan Kadrun seolah Die Hard nya Pak Prabowo Saat Fufufafa di Cuekin Cebong dan Kadrun Kelojotan Mati aje Lu pada,,['@msaid_didu'],"['yg', 'akun', 'Fufufafa', 'Cebong', 'yg', 'Viralin', 'Cebong', 'plus', 'Kadrun', 'Cebong', 'Kadrun', 'Die', 'Hard', 'nya', 'Prabowo', 'Fufufafa', 'Cuekin', 'Cebong', 'Kadrun', 'Kelojotan', 'Mati', 'aje', 'Lu']","['yg', 'akun', 'fufufafa', 'cebong', 'yg', 'viralin', 'cebong', 'plus', 'kadrun', 'cebong', 'kadrun', 'die', 'hard', 'nya', 'prabowo', 'fufufafa', 'cuekin', 'cebong', 'kadrun', 'kelojot', 'mati', 'aje', 'lu']",yg akun fufufafa cebong yg viralin cebong plus kadrun cebong kadrun die hard nya prabowo fufufafa cuekin cebong kadrun kelojot mati aje lu
Tue Sep 17 11:09:05 +0000 2024,Penghinaan fufufafa ga masalah penilaian kenapa sewot ganteng,,['@habiburokhman'],"['Penghinaan', 'fufufafa', 'ga', 'penilaian', 'sewot', 'ganteng']","['hina', 'fufufafa', 'ga', 'nilai', 'sewot', 'ganteng']",hina fufufafa ga nilai sewot ganteng
Tue Sep 17 11:08:54 +0000 2024,Gmn anda ini mosok mau punya wakil presiden ahlak nya bobrok klo mmg bener akun fufufafa milik dia yaa hrs di usut klo bpk nya udah lengser,Indonesia,['@DedynurPalakka'],"['Gmn', 'mosok', 'wakil', 'presiden', 'ahlak', 'nya', 'bobrok', 'klo', 'mmg', 'bener', 'akun', 'fufufafa', 'milik', 'yaa', 'hrs', 'usut', 'klo', 'bpk', 'nya', 'udah', 'lengser']","['gmn', 'mosok', 'wakil', 'presiden', 'ahlak', 'nya', 'bobrok', 'klo', 'mmg', 'bener', 'akun', 'fufufafa', 'milik', 'yaa', 'hrs', 'usut', 'klo', 'bpk', 'nya', 'udah', 'lengser']",gmn mosok wakil presiden ahlak nya bobrok klo mmg bener akun fufufafa milik yaa hrs usut klo bpk nya udah lengser
Tue Sep 17 11:08:53 +0000 2024,Fufufafa type tweet,"Manchester, England",[],"['Fufufafa', 'type', 'tweet']","['fufufafa', 'type', 'tweet']",fufufafa type tweet
Tue Sep 17 11:08:42 +0000 2024,Wajah Indonesia emas,Indonesia,['@Opowaelahkeno77'],"['Wajah', 'Indonesia', 'emas']","['wajah', 'indonesia', 'emas']",wajah indonesia emas
Tue Sep 17 11:08:38 +0000 2024,lupa belum menyapa fufufafa,new owner.,[],"['lupa', 'menyapa', 'fufufafa']","['lupa', 'sapa', 'fufufafa']",lupa sapa fufufafa
Tue Sep 17 11:08:27 +0000 2024,Pk Prabowo dan negara tdk butuh kegaduhan utk membangun negeri ini Tapi kalo motivasi Habib cabul dan palsu itu hanya mau bikin gaduh saya pastikan negara akan bertindak atas kelakuan Rizik ini Kalo memang Rizik pemberani cari dan laporkan saja Fufufafa pasti bnyk yg dukung,,['@_Palestine5'],"['Pk', 'Prabowo', 'negara', 'tdk', 'butuh', 'kegaduhan', 'utk', 'membangun', 'negeri', 'kalo', 'motivasi', 'Habib', 'cabul', 'palsu', 'bikin', 'gaduh', 'pastikan', 'negara', 'bertindak', 'kelakuan', 'Rizik', 'Kalo', 'Rizik', 'pemberani', 'cari', 'laporkan', 'Fufufafa', 'bnyk', 'yg', 'dukung']","['pk', 'prabowo', 'negara', 'tdk', 'butuh', 'gaduh', 'utk', 'bangun', 'negeri', 'kalo', 'motivasi', 'habib', 'cabul', 'palsu', 'bikin', 'gaduh', 'pasti', 'negara', 'tindak', 'laku', 'rizik', 'kalo', 'rizik', 'berani', 'cari', 'lapor', 'fufufafa', 'bnyk', 'yg', 'dukung']",pk prabowo negara tdk butuh gaduh utk bangun negeri kalo motivasi habib cabul palsu bikin gaduh pasti negara tindak laku rizik kalo rizik berani cari lapor fufufafa bnyk yg dukung
Tue Sep 17 11:08:18 +0000 2024,Kalo ternyata bener akun fufufafa adlh Gibran tetep percuma juga kalo yg dihina diledekin sampe dilecehin gak bereaksi sama sekali Toh yg penting tujuan jadi presiden sdh terpenuhi,Anywhere,['@temponewsroom'],"['Kalo', 'bener', 'akun', 'fufufafa', 'adlh', 'Gibran', 'tetep', 'kalo', 'yg', 'dihina', 'diledekin', 'sampe', 'dilecehin', 'gak', 'bereaksi', 'yg', 'tujuan', 'presiden', 'sdh', 'terpenuhi']","['kalo', 'bener', 'akun', 'fufufafa', 'adlh', 'gibran', 'tetep', 'kalo', 'yg', 'hina', 'diledekin', 'sampe', 'dilecehin', 'gak', 'reaksi', 'yg', 'tuju', 'presiden', 'sdh', 'penuh']",kalo bener akun fufufafa adlh gibran tetep kalo yg hina diledekin sampe dilecehin gak reaksi yg tuju presiden sdh penuh
Tue Sep 17 11:08:05 +0000 2024,FUFUFAFA anaknya pak Mulyono,"Chile Chico, Chile","['@mncrgknskl', '@jokowi']","['FUFUFAFA', 'anaknya', 'Mulyono']","['fufufafa', 'anak', 'mulyono']",fufufafa anak mulyono
Tue Sep 17 11:07:59 +0000 2024,Itu baru nebeng namanya,INDONESIA🇲🇨,"['@MasBRO_back', '@DFighter___']","['nebeng', 'namanya']","['nebeng', 'nama']",nebeng nama
Tue Sep 17 11:07:58 +0000 2024,masih makan uang dari rakyat aja banyak bacot fufufafa anjeng,©seela hajras,[],"['makan', 'uang', 'rakyat', 'aja', 'bacot', 'fufufafa', 'anjeng']","['makan', 'uang', 'rakyat', 'aja', 'bacot', 'fufufafa', 'anjeng']",makan uang rakyat aja bacot fufufafa anjeng
Tue Sep 17 11:04:48 +0000 2024,Knp sama Anies bisa seterhina gitu Dikatain fufufafa aman Berarti Anies memang d best,jakarta,"['@B_dzoel', '@prabowo']","['Knp', 'Anies', 'seterhina', 'gitu', 'Dikatain', 'fufufafa', 'aman', 'Anies', 'd', 'best']","['knp', 'anies', 'hina', 'gitu', 'dikatain', 'fufufafa', 'aman', 'anies', 'd', 'best']",knp anies hina gitu dikatain fufufafa aman anies d best
Tue Sep 17 11:04:41 +0000 2024,WTS WTB JUAL BELI APLIKASI PREMIUM MURAH amp FAST PROSES fastresp NETFLIX amp CANVA amp VIU MURCE t puncak siang nyetrika libur selasa fufufafa nabrak nebeng speak up zonauang zonajajan,fastrespon di wa,[],"['WTS', 'WTB', 'JUAL', 'BELI', 'APLIKASI', 'PREMIUM', 'MURAH', 'amp', 'FAST', 'PROSES', 'fastresp', 'NETFLIX', 'amp', 'CANVA', 'amp', 'VIU', 'MURCE', 't', 'puncak', 'siang', 'nyetrika', 'libur', 'selasa', 'fufufafa', 'nabrak', 'nebeng', 'speak', 'up', 'zonauang', 'zonajajan']","['wts', 'wtb', 'jual', 'beli', 'aplikasi', 'premium', 'murah', 'amp', 'fast', 'proses', 'fastresp', 'netflix', 'amp', 'canva', 'amp', 'viu', 'murce', 't', 'puncak', 'siang', 'nyetrika', 'libur', 'selasa', 'fufufafa', 'nabrak', 'nebeng', 'speak', 'up', 'zonauang', 'zonajajan']",wts wtb jual beli aplikasi premium murah amp fast proses fastresp netflix amp canva amp viu murce t puncak siang nyetrika libur selasa fufufafa nabrak nebeng speak up zonauang zonajajan
Tue Sep 17 11:04:30 +0000 2024,menkominfo akan segera ungkap pemilik akun FUFUFAFA Kominfo Judol stopjudol,,[],"['menkominfo', 'pemilik', 'akun', 'FUFUFAFA', 'Kominfo', 'Judol', 'stopjudol']","['menkominfo', 'milik', 'akun', 'fufufafa', 'kominfo', 'judol', 'stopjudol']",menkominfo milik akun fufufafa kominfo judol stopjudol
Tue Sep 17 11:04:23 +0000 2024,menkominfo akan segera ungkap pemilik akun FUFUFAFA Kominfo Judol stopjudol,,[],"['menkominfo', 'pemilik', 'akun', 'FUFUFAFA', 'Kominfo', 'Judol', 'stopjudol']","['menkominfo', 'milik', 'akun', 'fufufafa', 'kominfo', 'judol', 'stopjudol']",menkominfo milik akun fufufafa kominfo judol stopjudol
Tue Sep 17 11:04:20 +0000 2024,menkominfo akan segera ungkap pemilik akun FUFUFAFA Kominfo Judol stopjudol,,[],"['menkominfo', 'pemilik', 'akun', 'FUFUFAFA', 'Kominfo', 'Judol', 'stopjudol']","['menkominfo', 'milik', 'akun', 'fufufafa', 'kominfo', 'judol', 'stopjudol']",menkominfo milik akun fufufafa kominfo judol stopjudol
Tue Sep 17 11:04:11 +0000 2024,Tadi di kantor banyak ngomongin nih fufufafa yang ngomongin malah boomer pengguna fb sama tt berarti udah nyebar banget di akar rumput om,,['@BudiBukanIntel'],"['kantor', 'ngomongin', 'nih', 'fufufafa', 'ngomongin', 'boomer', 'pengguna', 'fb', 'tt', 'udah', 'nyebar', 'banget', 'akar', 'rumput', 'om']","['kantor', 'ngomongin', 'nih', 'fufufafa', 'ngomongin', 'boomer', 'guna', 'fb', 'tt', 'udah', 'nyebar', 'banget', 'akar', 'rumput', 'om']",kantor ngomongin nih fufufafa ngomongin boomer guna fb tt udah nyebar banget akar rumput om
Tue Sep 17 11:03:48 +0000 2024,Lagi sibuk cocoklogi Fufufafa,,['@Chavesz08'],"['sibuk', 'cocoklogi', 'Fufufafa']","['sibuk', 'cocoklogi', 'fufufafa']",sibuk cocoklogi fufufafa
Tue Sep 17 11:03:23 +0000 2024,Peran wapres seperti gak signifikan liat ajah Abah Makruf Amin padahal beliau ulama loooh Posisi wapres yg banyak berperan cuma pa Yusuf Kalla aja ya karena beliau waktu itu ketua Golkar Hehehe Saya yakin fufufafa paling buat pajangan aja sih,,"['@ProudBeingBonek', '@ESidoarjo33', '@andywindarto', '@enjang_as', '@aindraku']","['Peran', 'wapres', 'gak', 'signifikan', 'liat', 'ajah', 'Abah', 'Makruf', 'Amin', 'beliau', 'ulama', 'loooh', 'Posisi', 'wapres', 'yg', 'berperan', 'pa', 'Yusuf', 'Kalla', 'aja', 'ya', 'beliau', 'ketua', 'Golkar', 'Hehehe', 'fufufafa', 'pajangan', 'aja', 'sih']","['peran', 'wapres', 'gak', 'signifikan', 'liat', 'ajah', 'abah', 'makruf', 'amin', 'beliau', 'ulama', 'loooh', 'posisi', 'wapres', 'yg', 'peran', 'pa', 'yusuf', 'kalla', 'aja', 'ya', 'beliau', 'ketua', 'golkar', 'hehehe', 'fufufafa', 'pajang', 'aja', 'sih']",peran wapres gak signifikan liat ajah abah makruf amin beliau ulama loooh posisi wapres yg peran pa yusuf kalla aja ya beliau ketua golkar hehehe fufufafa pajang aja sih
Tue Sep 17 11:03:00 +0000 2024,Kalo FufuFafa batal jadi Wapres gue yakin rakyat pada bikin slametan,,['@democrazymedia'],"['Kalo', 'FufuFafa', 'batal', 'Wapres', 'gue', 'rakyat', 'bikin', 'slametan']","['kalo', 'fufufafa', 'batal', 'wapres', 'gue', 'rakyat', 'bikin', 'slametan']",kalo fufufafa batal wapres gue rakyat bikin slametan
Tue Sep 17 11:03:00 +0000 2024,MULYONO FUFUFAFA,"Chile Chico, Chile",['@jokowi'],"['MULYONO', 'FUFUFAFA']","['mulyono', 'fufufafa']",mulyono fufufafa
Tue Sep 17 11:02:58 +0000 2024,Kita ikut Habibina waktu kita aduk kolam fufufafa eh di dalam ada PKS yah ikut puyeng dong salah sendiri ngapain ngikut terjun ke kolam si Imul,Borneo,['@choliqnur'],"['Habibina', 'aduk', 'kolam', 'fufufafa', 'eh', 'PKS', 'yah', 'puyeng', 'salah', 'ngapain', 'ngikut', 'terjun', 'kolam', 'si', 'Imul']","['habibina', 'aduk', 'kolam', 'fufufafa', 'eh', 'pks', 'yah', 'puyeng', 'salah', 'ngapain', 'ngikut', 'terjun', 'kolam', 'si', 'imul']",habibina aduk kolam fufufafa eh pks yah puyeng salah ngapain ngikut terjun kolam si imul
Tue Sep 17 11:02:48 +0000 2024,knapa di potong hanya sebatas persatuan pdhal ada lanjutanya ganyang fufufafa wkwkkw tuh elektabilitas PKS di jabar turun doa kita terkabul,,['@msaid_didu'],"['knapa', 'potong', 'sebatas', 'persatuan', 'pdhal', 'lanjutanya', 'ganyang', 'fufufafa', 'wkwkkw', 'tuh', 'elektabilitas', 'PKS', 'jabar', 'turun', 'doa', 'terkabul']","['knapa', 'potong', 'batas', 'satu', 'pdhal', 'lanjutanya', 'ganyang', 'fufufafa', 'wkwkkw', 'tuh', 'elektabilitas', 'pks', 'jabar', 'turun', 'doa', 'kabul']",knapa potong batas satu pdhal lanjutanya ganyang fufufafa wkwkkw tuh elektabilitas pks jabar turun doa kabul
Tue Sep 17 11:02:38 +0000 2024,Terangterangan Elit Gerindra Komentari Akun Fufufafa Pak Prabowo Politisi partai Gerindra Habiburokhman terangterangan berkomentar soal akun fufufafa Gerindra menurutnya tidak mempermasalahkan umpatan yang ditujukan kepada dirinya oleh akun Kaskus,"Pulo Gadung, Indonesia",[],"['Terangterangan', 'Elit', 'Gerindra', 'Komentari', 'Akun', 'Fufufafa', 'Prabowo', 'Politisi', 'partai', 'Gerindra', 'Habiburokhman', 'terangterangan', 'berkomentar', 'akun', 'fufufafa', 'Gerindra', 'menurutnya', 'mempermasalahkan', 'umpatan', 'akun', 'Kaskus']","['terangterangan', 'elit', 'gerindra', 'komentar', 'akun', 'fufufafa', 'prabowo', 'politis', 'partai', 'gerindra', 'habiburokhman', 'terangterangan', 'komentar', 'akun', 'fufufafa', 'gerindra', 'turut', 'masalah', 'umpat', 'akun', 'kaskus']",terangterangan elit gerindra komentar akun fufufafa prabowo politis partai gerindra habiburokhman terangterangan komentar akun fufufafa gerindra turut masalah umpat akun kaskus
Tue Sep 17 11:02:37 +0000 2024,Ganteng banget gini kok sama fufufafa dibilang jelek,,['@habiburokhman'],"['Ganteng', 'banget', 'gini', 'fufufafa', 'dibilang', 'jelek']","['ganteng', 'banget', 'gin', 'fufufafa', 'bilang', 'jelek']",ganteng banget gin fufufafa bilang jelek
Tue Sep 17 11:02:17 +0000 2024,Diberi nilai oleh Anies saja diungkit ungkit terus aplg kalau pribadi dan keluarganya dihina Fufufafa pasti tdk akan mudah dilupakan oleh Prabowo,Indonesia,['@bengkeldodo'],"['nilai', 'Anies', 'diungkit', 'ungkit', 'aplg', 'pribadi', 'keluarganya', 'dihina', 'Fufufafa', 'tdk', 'mudah', 'dilupakan', 'Prabowo']","['nilai', 'anies', 'ungkit', 'ungkit', 'aplg', 'pribadi', 'keluarga', 'hina', 'fufufafa', 'tdk', 'mudah', 'lupa', 'prabowo']",nilai anies ungkit ungkit aplg pribadi keluarga hina fufufafa tdk mudah lupa prabowo
Tue Sep 17 11:01:42 +0000 2024,Apakah tak ada fanfic fufufafa x bucchi kabupaten,,['@aetherdepokk'],"['fanfic', 'fufufafa', 'x', 'bucchi', 'kabupaten']","['fanfic', 'fufufafa', 'x', 'bucchi', 'kabupaten']",fanfic fufufafa x bucchi kabupaten
Tue Sep 17 11:01:26 +0000 2024,hi fufufafadah makan,"Bekasi, Jawa Barat",['@AndrewsTjan'],"['hi', 'fufufafadah', 'makan']","['hi', 'fufufafadah', 'makan']",hi fufufafadah makan
Tue Sep 17 11:01:22 +0000 2024,Alamakazas manfaat juga,INDONESIA🇲🇨,"['@opposite_sejati', '@Dee_Rose82', '@DeddyDjumadi4', '@MEY_ARD1ANSYAH', '@13lue_Oc3an__', '@aariejazz', '@JenggoBang82778', '@choymarkochoy', '@B_dzoel', '@Daliem8', '@emprosay', '@Faraz_kepri', '@DaddyMinusSugar', '@DermagaGarely', '@Al_Kauther01', '@Black_Envy09']","['Alamakazas', 'manfaat']","['alamakazas', 'manfaat']",alamakazas manfaat
Tue Sep 17 11:01:04 +0000 2024,Kita sambil duduk ngopi lihatin aje akun PKS berani kagak ganyang fufufafa atau sembunyi wkwwk,,"['@msaid_didu', '@PKSejahtera']","['duduk', 'ngopi', 'lihatin', 'aje', 'akun', 'PKS', 'berani', 'kagak', 'ganyang', 'fufufafa', 'sembunyi', 'wkwwk']","['duduk', 'ngopi', 'lihatin', 'aje', 'akun', 'pks', 'berani', 'kagak', 'ganyang', 'fufufafa', 'sembunyi', 'wkwwk']",duduk ngopi lihatin aje akun pks berani kagak ganyang fufufafa sembunyi wkwwk
Tue Sep 17 11:00:56 +0000 2024,Ketawa dulu gak sih Fufufafa fufufafa fufufafa,Pluto,['@habiburokhman'],"['Ketawa', 'gak', 'sih', 'Fufufafa', 'fufufafa', 'fufufafa']","['ketawa', 'gak', 'sih', 'fufufafa', 'fufufafa', 'fufufafa']",ketawa gak sih fufufafa fufufafa fufufafa
Tue Sep 17 11:00:40 +0000 2024,Dapet info dari keyakinan diri sendiri bahwa pak Prabowo tidak akan bersama fufufafa pas pelantikan sebab saya sangat amat yakin pak Prabowo akan bersama rakyat bukan bersama keluarga solo,Indonesia,['@Gerindra'],"['Dapet', 'info', 'keyakinan', 'Prabowo', 'fufufafa', 'pas', 'pelantikan', 'Prabowo', 'rakyat', 'keluarga', 'solo']","['dapet', 'info', 'yakin', 'prabowo', 'fufufafa', 'pas', 'lantik', 'prabowo', 'rakyat', 'keluarga', 'solo']",dapet info yakin prabowo fufufafa pas lantik prabowo rakyat keluarga solo
Tue Sep 17 11:00:38 +0000 2024,Repot nya di kota itu memberi masukan mengkritik menasehati di anggap menyerang Musuh bersama nya fufufafa aman tak pernah di serang bersama sama kita semua Nah aneh nya nih saya belum pernah baca dari PKS menyerang fufufafa,Jakarta Capital Region,['@msaid_didu'],"['Repot', 'nya', 'kota', 'masukan', 'mengkritik', 'menasehati', 'anggap', 'menyerang', 'Musuh', 'nya', 'fufufafa', 'aman', 'serang', 'aneh', 'nya', 'nih', 'baca', 'PKS', 'menyerang', 'fufufafa']","['repot', 'nya', 'kota', 'masuk', 'kritik', 'nasehat', 'anggap', 'serang', 'musuh', 'nya', 'fufufafa', 'aman', 'serang', 'aneh', 'nya', 'nih', 'baca', 'pks', 'serang', 'fufufafa']",repot nya kota masuk kritik nasehat anggap serang musuh nya fufufafa aman serang aneh nya nih baca pks serang fufufafa
Tue Sep 17 11:00:19 +0000 2024,Kawal terus urusan si pisang jgn lengah BARANGKALI ini di set sbg pengalihan issue si FUFUFAFA GERUDUK KELUARGA MULYONO TIDAK ADA AMPUN BUAT PENGKHIANAT NEGRI,,"['@detikcom', '@prabowo']","['Kawal', 'urusan', 'si', 'pisang', 'jgn', 'lengah', 'BARANGKALI', 'set', 'sbg', 'pengalihan', 'issue', 'si', 'FUFUFAFA', 'GERUDUK', 'KELUARGA', 'MULYONO', 'AMPUN', 'PENGKHIANAT', 'NEGRI']","['kawal', 'urus', 'si', 'pisang', 'jgn', 'lengah', 'barangkali', 'set', 'sbg', 'alih', 'issue', 'si', 'fufufafa', 'geruduk', 'keluarga', 'mulyono', 'ampun', 'khianat', 'negri']",kawal urus si pisang jgn lengah barangkali set sbg alih issue si fufufafa geruduk keluarga mulyono ampun khianat negri
Tue Sep 17 10:59:53 +0000 2024,cacat mental si fufufafa anak pak,,"['@sikodoksakit', '@jokowi']","['cacat', 'mental', 'si', 'fufufafa', 'anak']","['cacat', 'mental', 'si', 'fufufafa', 'anak']",cacat mental si fufufafa anak
Tue Sep 17 10:59:01 +0000 2024,Akun Fufufafa Kedapatan Olokolok Genosida di Palestina Biar Mampus Kena Rudal,Indonesia,[],"['Akun', 'Fufufafa', 'Kedapatan', 'Olokolok', 'Genosida', 'Palestina', 'Biar', 'Mampus', 'Kena', 'Rudal']","['akun', 'fufufafa', 'dapat', 'olokolok', 'genosida', 'palestina', 'biar', 'mampus', 'kena', 'rudal']",akun fufufafa dapat olokolok genosida palestina biar mampus kena rudal
Tue Sep 17 10:58:51 +0000 2024,Mungkinkah Berani Menyanyikan Lirik dan Lagu Ganyang FUFUFAFA,,['@PKSejahtera_ID'],"['Berani', 'Menyanyikan', 'Lirik', 'Lagu', 'Ganyang', 'FUFUFAFA']","['berani', 'nyanyi', 'lirik', 'lagu', 'ganyang', 'fufufafa']",berani nyanyi lirik lagu ganyang fufufafa
Tue Sep 17 10:58:45 +0000 2024,Semoga paham y guys apa yg dimaksud dgn serua Habib Rizieq kita ganyang fufufafa,,[],"['Semoga', 'paham', 'y', 'guys', 'yg', 'dgn', 'serua', 'Habib', 'Rizieq', 'ganyang', 'fufufafa']","['moga', 'paham', 'y', 'guys', 'yg', 'dgn', 'rua', 'habib', 'rizieq', 'ganyang', 'fufufafa']",moga paham y guys yg dgn rua habib rizieq ganyang fufufafa
Tue Sep 17 10:58:43 +0000 2024,Mungkinkah Berani Menyanyikan Lirik dan Lagu Ganyang FUFUFAFA,,"['@S4N_W1B1', '@PKSejahtera_ID']","['Berani', 'Menyanyikan', 'Lirik', 'Lagu', 'Ganyang', 'FUFUFAFA']","['berani', 'nyanyi', 'lirik', 'lagu', 'ganyang', 'fufufafa']",berani nyanyi lirik lagu ganyang fufufafa
Tue Sep 17 10:58:38 +0000 2024,Ini bukan editan kan,"DKI Jakarta, Indonesia",['@fufu__fafa'],['editan'],['edit'],edit
Tue Sep 17 10:58:26 +0000 2024,Mana nih yang msh sabar sama fufufafa Kl sama yg lain ceplesceplos nulisnya Yang bilang sakit hati msh dendam menjelekkan PKS dll dll Lah yg jelas nulis dan ngatain serta benci PKS dari Bijimana,Bumi اَللّهُ ,"['@adamqyb', '@msaid_didu']","['nih', 'msh', 'sabar', 'fufufafa', 'Kl', 'yg', 'ceplesceplos', 'nulisnya', 'bilang', 'sakit', 'hati', 'msh', 'dendam', 'menjelekkan', 'PKS', 'dll', 'dll', 'yg', 'nulis', 'ngatain', 'benci', 'PKS', 'Bijimana']","['nih', 'msh', 'sabar', 'fufufafa', 'kl', 'yg', 'ceplesceplos', 'nulisnya', 'bilang', 'sakit', 'hati', 'msh', 'dendam', 'jelek', 'pks', 'dll', 'dll', 'yg', 'nulis', 'ngatain', 'benci', 'pks', 'bijimana']",nih msh sabar fufufafa kl yg ceplesceplos nulisnya bilang sakit hati msh dendam jelek pks dll dll yg nulis ngatain benci pks bijimana
Tue Sep 17 10:58:19 +0000 2024,dear fufufafa kan bung mulyo,Business inquiries : DM ✉️,['@jokowi'],"['dear', 'fufufafa', 'mulyo']","['dear', 'fufufafa', 'mulyo']",dear fufufafa mulyo
Tue Sep 17 10:58:08 +0000 2024,JUAL BELI APLIKASI PREMIUM WTB WTS fast CAPCUT BSTATION CANVA NETFLIX VIDIO YOUTUBE WETV LOKLOK HBO GO DISNEY IQIYI VIU VSCO AMAZON PRIME VIDEO Anindya Bakrie labubu puncak lumiere fufufafa iOS zonauang zonajajan,,[],"['JUAL', 'BELI', 'APLIKASI', 'PREMIUM', 'WTB', 'WTS', 'fast', 'CAPCUT', 'BSTATION', 'CANVA', 'NETFLIX', 'VIDIO', 'YOUTUBE', 'WETV', 'LOKLOK', 'HBO', 'GO', 'DISNEY', 'IQIYI', 'VIU', 'VSCO', 'AMAZON', 'PRIME', 'VIDEO', 'Anindya', 'Bakrie', 'labubu', 'puncak', 'lumiere', 'fufufafa', 'iOS', 'zonauang', 'zonajajan']","['jual', 'beli', 'aplikasi', 'premium', 'wtb', 'wts', 'fast', 'capcut', 'bstation', 'canva', 'netflix', 'vidio', 'youtube', 'wetv', 'loklok', 'hbo', 'go', 'disney', 'iqiyi', 'viu', 'vsco', 'amazon', 'prime', 'video', 'anindya', 'bakrie', 'labubu', 'puncak', 'lumiere', 'fufufafa', 'ios', 'zonauang', 'zonajajan']",jual beli aplikasi premium wtb wts fast capcut bstation canva netflix vidio youtube wetv loklok hbo go disney iqiyi viu vsco amazon prime video anindya bakrie labubu puncak lumiere fufufafa ios zonauang zonajajan
Tue Sep 17 10:53:57 +0000 2024,Fufufafa emang anak setan,"ÜT: -6.272248,106.795676",['@OposisiCerdas'],"['Fufufafa', 'emang', 'anak', 'setan']","['fufufafa', 'emang', 'anak', 'setan']",fufufafa emang anak setan
